param_name,biome,criteria,rank,variable,measure,xmin,xmax,range
rf_s2s1_bgc,global,EFLX_LH_TOT_MEAN_global,153,EFLX_LH_TOT,mean,42.660117170164895,42.66483884003741,0.004721669872516543
pd,global,EFLX_LH_TOT_MEAN_global,154,EFLX_LH_TOT,mean,42.65650709809161,42.66107909730044,0.004571999208828004
accum_factor,global,EFLX_LH_TOT_MEAN_global,155,EFLX_LH_TOT,mean,42.660117170164895,42.65561386984878,0.004503300316116565
fm_leaf,global,EFLX_LH_TOT_MEAN_global,156,EFLX_LH_TOT,mean,42.65436782381345,42.65050146440321,0.003866359410238829
ekc_active,global,EFLX_LH_TOT_MEAN_global,157,EFLX_LH_TOT,mean,42.6609403124151,42.65779549861497,0.0031448138001266557
snowcan_unload_wind_fact,global,EFLX_LH_TOT_MEAN_global,158,EFLX_LH_TOT,mean,42.651515759288024,42.65464433072611,0.003128571438082872
snowcan_unload_temp_fact,global,EFLX_LH_TOT_MEAN_global,159,EFLX_LH_TOT,mean,42.65898073983543,42.66197138557988,0.002990645744453957
rf_l2s1_bgc,global,EFLX_LH_TOT_MEAN_global,160,EFLX_LH_TOT,mean,42.62542090683381,42.628342518374325,0.0029216115405148457
cc_lstem,global,EFLX_LH_TOT_MEAN_global,161,EFLX_LH_TOT,mean,42.656455614734206,42.65932798782026,0.002872373086056257
lai_dl,global,EFLX_LH_TOT_MEAN_global,162,EFLX_LH_TOT,mean,42.660117170164895,42.66277537021824,0.0026582000533466044
csol_clay,global,EFLX_LH_TOT_MEAN_global,163,EFLX_LH_TOT,mean,42.6571835455804,42.659632077007096,0.0024485314266939895
C2_liq_Brun89,global,EFLX_LH_TOT_MEAN_global,164,EFLX_LH_TOT,mean,42.65705289669497,42.65935667448237,0.0023037777873966547
csol_om,global,EFLX_LH_TOT_MEAN_global,165,EFLX_LH_TOT,mean,42.65767062923244,42.65995688731958,0.0022862580871390037
eta0_vionnet,global,EFLX_LH_TOT_MEAN_global,166,EFLX_LH_TOT,mean,42.659840150103975,42.65756917885081,0.002270971253167886
tau_ref,global,EFLX_LH_TOT_MEAN_global,167,EFLX_LH_TOT,mean,42.660505328417486,42.65834108116228,0.0021642472552088066
scvng_fct_mlt_sf,global,EFLX_LH_TOT_MEAN_global,168,EFLX_LH_TOT,mean,42.658188035748196,42.65607836238447,0.002109673363726472
wimp,global,EFLX_LH_TOT_MEAN_global,169,EFLX_LH_TOT,mean,42.65878810662928,42.6569387565408,0.0018493500884844138
a_exp,global,EFLX_LH_TOT_MEAN_global,170,EFLX_LH_TOT,mean,42.660117170164895,42.661922941081656,0.0018057709167607072
rf_s3s1_bgc,global,EFLX_LH_TOT_MEAN_global,171,EFLX_LH_TOT,mean,42.65725753803934,42.65902919742289,0.0017716593835501726
tkd_clay,global,EFLX_LH_TOT_MEAN_global,172,EFLX_LH_TOT,mean,42.65731992912352,42.65902937920204,0.001709450078521968
max_altdepth_cryoturbation,global,EFLX_LH_TOT_MEAN_global,173,EFLX_LH_TOT,mean,42.66091173988569,42.65921545220526,0.0016962876804313964
rf_s2s3_bgc,global,EFLX_LH_TOT_MEAN_global,174,EFLX_LH_TOT,mean,42.658817784558856,42.66050724215829,0.001689457599432842
CWD,global,EFLX_LH_TOT_MEAN_global,175,EFLX_LH_TOT,mean,42.65968570761889,42.65802114972551,0.001664557893377605
tkm_om,global,EFLX_LH_TOT_MEAN_global,176,EFLX_LH_TOT,mean,42.657592304883565,42.65908828677867,0.001495981895104137
fm_lstem,global,EFLX_LH_TOT_MEAN_global,177,EFLX_LH_TOT,mean,42.65700718948137,42.65818329448623,0.001176105004859096
rf_l1s1_bgc,global,EFLX_LH_TOT_MEAN_global,178,EFLX_LH_TOT,mean,42.63095601621531,42.63197117123555,0.0010151550202408544
cn_s3_bgc,global,EFLX_LH_TOT_MEAN_global,179,EFLX_LH_TOT,mean,42.660117170164895,42.661056674667904,0.0009395045030089477
aq_sp_yield_min,global,EFLX_LH_TOT_MEAN_global,180,EFLX_LH_TOT,mean,42.659248567558684,42.660117170164895,0.0008686026062107999
fm_root,global,EFLX_LH_TOT_MEAN_global,181,EFLX_LH_TOT,mean,42.657437183938,42.658299727167055,0.0008625432290543245
drift_gs,global,EFLX_LH_TOT_MEAN_global,182,EFLX_LH_TOT,mean,42.65822551346556,42.65741769373405,0.0008078197315128932
fm_lroot,global,EFLX_LH_TOT_MEAN_global,183,EFLX_LH_TOT,mean,42.6582883314649,42.65752124257532,0.0007670888895816574
tkd_sand,global,EFLX_LH_TOT_MEAN_global,184,EFLX_LH_TOT,mean,42.6640054832997,42.66334276629077,0.000662717008928837
rho_max,global,EFLX_LH_TOT_MEAN_global,185,EFLX_LH_TOT,mean,42.65936273731345,42.65871911416657,0.0006436231468782694
tkd_om,global,EFLX_LH_TOT_MEAN_global,186,EFLX_LH_TOT,mean,42.65877309007188,42.65939963286401,0.0006265427921263722
wood_density,global,EFLX_LH_TOT_MEAN_global,187,EFLX_LH_TOT,mean,42.65223639206842,42.651833294210086,0.0004030978583315914
cropfire_a1,global,EFLX_LH_TOT_MEAN_global,188,EFLX_LH_TOT,mean,42.65928693698847,42.65904615277625,0.0002407842122238435
ssi,global,EFLX_LH_TOT_MEAN_global,189,EFLX_LH_TOT,mean,42.660231417156744,42.659998669865566,0.0002327472911787254
ceta,global,EFLX_LH_TOT_MEAN_global,190,EFLX_LH_TOT,mean,42.65765618510881,42.65752452255241,0.00013166255640584268
non_boreal_peatfire_c,global,EFLX_LH_TOT_MEAN_global,191,EFLX_LH_TOT,mean,42.659178322567826,42.65930041887333,0.0001220963055033053
boreal_peatfire_c,global,EFLX_LH_TOT_MEAN_global,192,EFLX_LH_TOT,mean,42.65914410817692,42.65906763459546,7.647358145845828e-05
max_altmultiplier_cryoturb,global,EFLX_LH_TOT_MEAN_global,193,EFLX_LH_TOT,mean,42.660117170164895,42.660117170164895,0.0
csol_sand,global,EFLX_LH_TOT_IAV_global,1,EFLX_LH_TOT,iav,0.47154588703176564,0.6417623751937803,0.17021648816201468
frac_sat_soil_dsl_init,global,EFLX_LH_TOT_IAV_global,2,EFLX_LH_TOT,iav,0.7616914311117274,0.5947204011540316,0.16697102995769586
fff,global,EFLX_LH_TOT_IAV_global,3,EFLX_LH_TOT,iav,0.5472929046700047,0.6862887977899068,0.13899589311990213
